0,p0q0
1,0.243
2,0.234
3,0.235
4,0.212
5,0.234
6,0.196
7,0.214
8,0.198
9,0.228
10,0.214
11,0.234
12,0.205
13,0.226
14,0.236
15,0.229
16,0.209
17,0.201
18,0.219
19,0.243
20,0.222
21,0.203
22,0.216
23,0.246
24,0.26
25,0.277
26,0.261
27,0.261
28,0.253
29,0.27
30,0.227
31,0.256
32,0.214
33,0.281
34,0.235
35,0.278
36,0.237
37,0.287
38,0.28
39,0.296
40,0.234
41,0.235
42,0.258
43,0.285
44,0.278
45,0.228
46,0.302
47,0.294
48,0.268
49,0.277
50,0.261
51,0.261
52,0.253
53,0.27
54,0.227
55,0.256
56,0.214
57,0.281
58,0.235
59,0.278
60,0.237
61,0.287
62,0.28
63,0.296
64,0.234
65,0.235
66,0.258
67,0.285
68,0.278
69,0.228
70,0.302
71,0.294
72,0.268
73,0.233
74,0.238
75,0.248
76,0.223
77,0.248
78,0.206
79,0.225
80,0.201
81,0.249
82,0.223
83,0.238
84,0.215
85,0.241
86,0.248
87,0.239
88,0.217
89,0.204
90,0.237
91,0.241
92,0.253
93,0.219
94,0.246
95,0.265
96,0.256
97,0.226
98,0.221
99,0.227
100,0.2
101,0.221
102,0.18
103,0.2
104,0.19
105,0.215
106,0.196
107,0.219
108,0.195
109,0.212
110,0.221
111,0.209
112,0.197
113,0.182
114,0.203
115,0.228
116,0.201
117,0.189
118,0.199
119,0.227
120,0.242
121,0.165
122,0.159
123,0.175
124,0.148
125,0.169
126,0.141
127,0.137
128,0.132
129,0.161
130,0.136
131,0.162
132,0.147
133,0.156
134,0.153
135,0.155
136,0.154
137,0.134
138,0.15
139,0.163
140,0.143
141,0.132
142,0.138
143,0.153
144,0.166
145,0.128
146,0.114
147,0.133
148,0.105
149,0.126
150,0.101
151,0.095
152,0.089
153,0.122
154,0.104
155,0.113
156,0.104
157,0.113
158,0.104
159,0.108
160,0.119
161,0.098
162,0.114
163,0.11
164,0.102
165,0.096
166,0.096
167,0.11
168,0.115
169,0.055
170,0.054
171,0.086
172,0.056
173,0.069
174,0.046
175,0.05
176,0.047
177,0.063
178,0.045
179,0.055
180,0.047
181,0.062
182,0.05
183,0.073
184,0.074
185,0.044
186,0.066
187,0.06
188,0.049
189,0.037
190,0.039
191,0.061
192,0.065
193,0.2725664056132841
194,0.2688241016194288
195,0.2121122472005439
196,0.2518399214981048
197,0.2402884604514039
198,0.2299772129711288
199,0.2505534977992119
200,0.2050805255667427
201,0.2725506272515337
202,0.2272787901571717
203,0.2788654014399445
204,0.2367008991604891
205,0.2833602404720861
206,0.2598769523204525
207,0.2828657201883016
208,0.2576216917691871
209,0.2338803050917737
210,0.2352134030632375
211,0.2798924620073715
212,0.2834130846073597
213,0.1926800191431525
214,0.3009088917014442
215,0.2804402902298539
216,0.2475488845850337
217,0.085
218,0.075
219,0.108
220,0.074
221,0.094
222,0.072
223,0.069
224,0.062
225,0.086
226,0.068
227,0.076
228,0.071
229,0.086
230,0.077
231,0.088
232,0.095
233,0.07
234,0.084
235,0.085
236,0.078
237,0.069
238,0.06
239,0.085
240,0.087
241,0.112
242,0.099
243,0.124
244,0.093
245,0.114
246,0.088
247,0.088
248,0.084
249,0.106
250,0.097
251,0.099
252,0.091
253,0.1
254,0.096
255,0.1
256,0.111
257,0.084
258,0.102
259,0.104
260,0.093
261,0.088
262,0.084
263,0.098
264,0.107
265,0.399
266,0.28
267,0.382
268,0.346
269,0.303
270,0.238
271,0.298
272,0.308
273,0.311
274,0.285
275,0.273
276,0.427
277,0.3
278,0.33
279,0.309
280,0.27
281,0.273
282,0.262
283,0.331
284,0.274
285,0.326
286,0.3
287,0.297
288,0.325
289,0.357
290,0.45
291,0.293
292,0.362
293,0.27
294,0.43
295,0.463
296,0.357
297,0.294
298,0.461
299,0.402
300,0.394
301,0.316
302,0.292
303,0.403
304,0.331
305,0.415
306,0.361
307,0.312
308,0.323
309,0.322
310,0.368
311,0.337
312,0.391
313,0.317
314,0.361
315,0.37
316,0.4
317,0.482
318,0.351
319,0.362
320,0.27
321,0.43
322,0.463
323,0.357
324,0.294
325,0.461
326,0.402
327,0.394
328,0.316
329,0.292
330,0.403
331,0.331
332,0.415
333,0.361
334,0.312
335,0.323
336,0.322
337,0.368
338,0.337
339,0.391
340,0.317
341,0.361
342,0.37
343,0.4
344,0.482
345,0.351
346,0.335
347,0.235
348,0.368
349,0.323
350,0.296
351,0.242
352,0.361
353,0.317
354,0.322
355,0.277
356,0.259
357,0.362
358,0.284
359,0.348
360,0.312
361,0.279
362,0.272
363,0.264
364,0.309
365,0.267
366,0.332
367,0.282
368,0.303
369,0.318
370,0.357
371,0.407
372,0.28
373,0.383
374,0.267
375,0.354
376,0.313
377,0.288
378,0.229
379,0.281
380,0.291
381,0.284
382,0.258
383,0.248
384,0.381
385,0.27
386,0.291
387,0.271
388,0.246
389,0.253
390,0.234
391,0.301
392,0.251
393,0.3
394,0.273
395,0.274
396,0.298
397,0.328
398,0.421
399,0.268
400,0.252
401,0.224
402,0.225
403,0.21
404,0.201
405,0.15
406,0.183
407,0.191
408,0.195
409,0.177
410,0.178
411,0.257
412,0.197
413,0.198
414,0.196
415,0.171
416,0.174
417,0.155
418,0.203
419,0.179
420,0.194
421,0.178
422,0.184
423,0.201
424,0.21
425,0.291
426,0.179
427,0.21
428,0.196
429,0.157
430,0.133
431,0.157
432,0.11
433,0.137
434,0.138
435,0.138
436,0.133
437,0.142
438,0.151
439,0.138
440,0.137
441,0.138
442,0.119
443,0.133
444,0.111
445,0.144
446,0.126
447,0.139
448,0.132
449,0.142
450,0.132
451,0.156
452,0.235
453,0.122
454,0.088
455,0.107
456,0.074
457,0.064
458,0.089
459,0.039
460,0.057
461,0.062
462,0.073
463,0.068
464,0.063
465,0.061
466,0.068
467,0.064
468,0.061
469,0.055
470,0.066
471,0.059
472,0.064
473,0.055
474,0.063
475,0.048
476,0.058
477,0.054
478,0.068
479,0.107
480,0.056
481,0.33199
482,0.2829499999999999
483,0.3877300000000001
484,0.5189000000000001
485,0.3321800000000002
486,0.2756099999999997
487,0.4279499999999999
488,0.39419
489,0.3864599999999999
490,0.2981599999999998
491,0.2755599999999997
492,0.3927900000000002
493,0.3251799999999999
494,0.3914499999999999
495,0.3324300000000001
496,0.2944099999999999
497,0.2920599999999997
498,0.2917299999999998
499,0.3313600000000002
500,0.3184299999999999
501,0.3681899999999999
502,0.3004899999999999
503,0.3421100000000002
504,0.3527199999999998
505,0.4176899999999998
506,0.4472699999999999
507,0.3236400000000002
508,0.138
509,0.136
510,0.105
511,0.088
512,0.114
513,0.066
514,0.085
515,0.092
516,0.092
517,0.097
518,0.094
519,0.088
520,0.095
521,0.1
522,0.089
523,0.079
524,0.093
525,0.075
526,0.095
527,0.082
528,0.09
529,0.079
530,0.089
531,0.088
532,0.098
533,0.151
534,0.076
535,0.174
536,0.163
537,0.129
538,0.11
539,0.132
540,0.088
541,0.109
542,0.117
543,0.116
544,0.113
545,0.121
546,0.118
547,0.119
548,0.116
549,0.11
550,0.103
551,0.11
552,0.094
553,0.123
554,0.104
555,0.112
556,0.105
557,0.112
558,0.106
559,0.128
560,0.195
561,0.098
562,0.241
563,0.224
564,0.239
565,0.168
566,0.246
567,0.204
568,0.204
569,0.21
570,0.196
571,0.211
572,0.236
573,0.199
574,0.25
575,0.219
576,0.225
577,0.206
578,0.141
579,0.212
580,0.176
581,0.176
582,0.219
583,0.209
584,0.191
585,0.18
586,0.213
587,0.209
588,0.27
589,0.319
590,0.282
591,0.203
592,0.323
593,0.264
594,0.268
595,0.25
596,0.234
597,0.251
598,0.313
599,0.241
600,0.312
601,0.258
602,0.298
603,0.251
604,0.172
605,0.232
606,0.202
607,0.211
608,0.268
609,0.229
610,0.242
611,0.239
612,0.263
613,0.225
614,0.27
615,0.319
616,0.282
617,0.203
618,0.323
619,0.264
620,0.268
621,0.25
622,0.234
623,0.251
624,0.313
625,0.241
626,0.312
627,0.258
628,0.298
629,0.251
630,0.172
631,0.232
632,0.202
633,0.211
634,0.268
635,0.229
636,0.242
637,0.239
638,0.263
639,0.225
640,0.246
641,0.245
642,0.255
643,0.17
644,0.248
645,0.222
646,0.221
647,0.227
648,0.207
649,0.216
650,0.261
651,0.203
652,0.285
653,0.228
654,0.245
655,0.221
656,0.151
657,0.214
658,0.179
659,0.189
660,0.225
661,0.203
662,0.211
663,0.194
664,0.222
665,0.202
666,0.217
667,0.2
668,0.224
669,0.161
670,0.227
671,0.189
672,0.19
673,0.19
674,0.174
675,0.198
676,0.22
677,0.197
678,0.227
679,0.194
680,0.207
681,0.191
682,0.13
683,0.194
684,0.166
685,0.161
686,0.197
687,0.194
688,0.178
689,0.163
690,0.189
691,0.189
692,0.147
693,0.153
694,0.15
695,0.13
696,0.168
697,0.131
698,0.147
699,0.134
700,0.134
701,0.149
702,0.158
703,0.152
704,0.176
705,0.14
706,0.161
707,0.138
708,0.107
709,0.133
710,0.122
711,0.126
712,0.137
713,0.132
714,0.141
715,0.106
716,0.14
717,0.138
718,0.107
719,0.129
720,0.11
721,0.113
722,0.129
723,0.104
724,0.121
725,0.105
726,0.108
727,0.124
728,0.123
729,0.113
730,0.151
731,0.111
732,0.132
733,0.108
734,0.09
735,0.111
736,0.089
737,0.107
738,0.116
739,0.098
740,0.104
741,0.088
742,0.118
743,0.115
744,0.061
745,0.082
746,0.066
747,0.069
748,0.074
749,0.054
750,0.066
751,0.052
752,0.065
753,0.058
754,0.068
755,0.069
756,0.086
757,0.06
758,0.071
759,0.056
760,0.065
761,0.062
762,0.045
763,0.057
764,0.06
765,0.045
766,0.071
767,0.055
768,0.066
769,0.064
770,0.25609
771,0.2998999999999998
772,0.2579999999999998
773,0.1981499999999999
774,0.2934699999999998
775,0.2441100000000001
776,0.2804099999999999
777,0.2476400000000001
778,0.2418499999999998
779,0.2426700000000001
780,0.2956499999999997
781,0.2414699999999999
782,0.3101199999999998
783,0.2369200000000001
784,0.2697599999999998
785,0.2283300000000001
786,0.18461
787,0.2327
788,0.24223
789,0.2093399999999999
790,0.24511
791,0.24
792,0.22768
793,0.2223400000000001
794,0.2484400000000002
795,0.2409400000000001
796,0.08
797,0.099
798,0.084
799,0.085
800,0.099
801,0.07
802,0.089
803,0.07
804,0.085
805,0.087
806,0.087
807,0.087
808,0.108
809,0.082
810,0.092
811,0.079
812,0.084
813,0.082
814,0.063
815,0.08
816,0.086
817,0.07
818,0.082
819,0.071
820,0.091
821,0.083
822,0.09
823,0.114
824,0.096
825,0.102
826,0.115
827,0.087
828,0.102
829,0.095
830,0.093
831,0.111
832,0.099
833,0.102
834,0.133
835,0.098
836,0.116
837,0.095
838,0.086
839,0.101
840,0.076
841,0.097
842,0.099
843,0.084
844,0.098
845,0.082
846,0.103
847,0.099
848,0.08
849,0.069
850,0.078
851,0.072
852,0.075
853,0.065
854,0.082
855,0.081
856,0.065
857,0.104
858,0.081
859,0.064
860,0.088
861,0.075
862,0.076
863,0.085
864,0.065
865,0.07
866,0.075
867,0.065
868,0.047
869,0.041
870,0.057
871,0.076
872,0.055
873,0.106
874,0.096
875,0.104
876,0.095
877,0.108
878,0.089
879,0.126
880,0.107
881,0.103
882,0.148
883,0.117
884,0.092
885,0.118
886,0.106
887,0.108
888,0.124
889,0.093
890,0.106
891,0.124
892,0.088
893,0.073
894,0.075
895,0.094
896,0.1
897,0.091
898,0.148
899,0.144
900,0.146
901,0.136
902,0.156
903,0.136
904,0.163
905,0.17
906,0.152
907,0.187
908,0.161
909,0.125
910,0.183
911,0.177
912,0.171
913,0.151
914,0.153
915,0.153
916,0.207
917,0.139
918,0.125
919,0.129
920,0.164
921,0.155
922,0.136
923,0.051
924,0.044
925,0.048
926,0.047
927,0.049
928,0.053
